id,palabra,edad_de_adquisicion_m,edad_de_adquisicion_sd,categoria_palabra
862,"botón",3.36,1.208,2
863,"boxeo",7.54,2.032,2
864,"bozal",6.32,2.386,2
865,"braga",3.28,2.223,2
866,"brava",8.86,2.282,2
867,"bravo",5.88,2.639,2
868,"brazo",3.02,1.518,2
869,"breve",7.82,2.164,3
870,"brisa",6.28,2.195,2
871,"broma",5.82,2.371,2
872,"brote",9.76,1.923,2
873,"bruja",3.76,1.451,2
874,"bruto",5.50,2.159,3
875,"buena",4.52,2.092,3
876,"bueno",2.82,1.826,4
877,"bulto",6.08,2.137,2
878,"buque",8.12,1.955,2
879,"burla",6.24,2.429,2
880,"burro",3.42,1.372,2
881,"busca",4.18,1.521,2
882,"busto",9.86,1.443,2
883,"buzón",6.04,2.020,2
884,"cable",5.14,1.830,2
885,"cabra",4.36,1.638,2
886,"cacho",5.20,2.703,2
887,"cádiz",8.02,2.190,2
888,"caída",4.46,2.206,2
889,"cajas",4.20,1.195,2
890,"cajón",4.24,1.779,2
891,"calle",4.04,1.807,2
892,"calma",7.98,2.114,2
893,"calor",3.92,1.915,2
894,"calvo",5.78,1.930,2
895,"campo",4.48,1.681,2
896,"canal",5.70,2.243,2
897,"canoa",7.02,1.868,2
898,"canon",10.28,1.938,2
899,"canta",3.32,1.708,1
900,"canto",5.32,2.436,1
901,"cañón",7.34,1.880,2
902,"capaz",6.98,2.317,3
903,"carga",7.34,2.237,2
904,"cargo",8.74,1.700,2
905,"carne",4.16,2.289,2
906,"carro",4.90,2.121,2
907,"carta",5.68,1.421,2
908,"casar",5.18,2.106,1
909,"casas",3.16,1.376,2
910,"casco",5.36,2.087,2
911,"casos",7.10,2.288,2
912,"caspa",7.82,1.903,2
913,"casta",10.22,1.632,2
914,"cauce",8.90,2.003,2
915,"causa",7.62,2.137,2
916,"cazar",6.52,1.798,1
917,"cebra",4.26,1.575,2
918,"ceder",8.84,2.014,1
919,"celda",8.12,2.191,2
920,"celos",8.33,2.105,2
921,"cerca",4.20,1.750,4
922,"cerdo",3.32,1.332,2
923,"cesta",4.80,1.604,2
924,"chata",9.12,2.228,3
925,"checa",9.94,1.232,2
926,"chepa",9.11,1.496,2
927,"chica",3.00,1.485,2
928,"chico",3.46,1.693,2
929,"chile",8.80,1.917,2
930,"china",8.18,2.097,2
931,"chino",6.34,1.780,2
932,"chita",7.65,2.302,2
933,"chopo",8.94,2.567,2
934,"choza",8.30,2.131,2
935,"chulo",7.80,1.959,2
936,"chupa",3.76,3.081,2
937,"ciega",5.66,1.745,3
938,"ciego",5.22,1.542,3
939,"cielo",3.58,1.579,2
940,"cieno",10.74,0.600,2
941,"cifra",6.96,2.000,2
942,"cinco",3.10,0.969,4
943,"cinta",5.53,1.959,2
944,"circo",3.72,1.386,2
945,"cisne",5.28,1.928,2
946,"civil",8.94,1.646,3
947,"clara",6.52,1.821,3
948,"claro",5.84,2.054,4
949,"clase",3.84,1.595,2
950,"clave",7.84,1.931,2
951,"clavo",5.72,2.129,2
952,"clima",6.98,2.299,2
953,"cloro",8.22,2.150,2
954,"cobra",7.54,2.206,2
955,"cobre",8.38,1.806,2
956,"cobro",8.36,1.838,2
957,"coche",2.98,1.684,2
958,"cofre",6.64,1.893,2
959,"coger",3.66,2.086,1
960,"coito",10.52,0.886,2
961,"cojín",4.50,1.568,2
962,"colon",9.62,1.894,2
963,"colón",8.92,1.742,2
964,"color",2.84,1.235,2
965,"comba",4.86,1.726,2
966,"comer",1.70,0.909,1
967,"cómic",6.34,1.611,2
968,"común",8.00,1.917,3
969,"conde",7.66,2.125,2
970,"coñac",10.00,1.702,2
971,"copas",6.68,2.114,2
972,"copia",5.48,1.930,2
973,"corsé",9.62,1.510,2
974,"corta",4.72,1.738,3
975,"corte",5.94,2.729,2
976,"corto",5.02,1.995,3
977,"cosas",3.86,1.641,2
978,"coser",5.42,1.949,1
979,"costa",5.80,1.906,2
980,"crear",6.60,1.796,1
981,"creen",5.54,1.887,1
982,"creer",5.68,2.025,1
983,"crees",5.86,1.852,1
984,"creía",5.70,1.594,1
985,"crema",5.14,2.030,2
986,"crepe",9.84,1.695,2
987,"croar",6.24,2.528,1
988,"cromo",5.52,2.597,2
989,"cruel",7.48,2.178,3
990,"cuero",7.08,2.337,2
991,"cueva",4.72,1.642,2
992,"culpa",6.36,2.388,2
993,"culto",9.04,1.616,2
994,"curar",4.44,1.908,1
995,"curas",6.02,2.114,2
996,"curso",4.62,1.576,2
997,"curva",5.54,2.002,2
998,"curvo",8.42,2.339,3
999,"daban",5.68,2.015,1
1000,"damos",5.12,2.106,1
1001,"dance",8.53,2.052,2
1002,"dando",5.76,1.965,1
1003,"danza",6.96,2.166,2
1004,"darle",4.48,2.150,1
1005,"datos",8.08,2.049,2
1006,"david",3.78,1.730,2
1007,"deben",5.64,1.998,1
1008,"deber",7.06,2.428,2
1009,"debía",6.46,2.233,1
1010,"débil",7.04,2.194,3
1011,"decía",4.70,1.951,1
1012,"decir",4.39,1.218,1
1013,"dedal",6.64,2.107,2
1014,"dedos",2.24,1.098,2
1015,"dejan",5.42,1.819,1
1016,"dejar",5.50,1.832,1
1017,"demás",6.84,2.359,4
1018,"desde",4.52,2.234,4
1019,"deseo",6.74,2.754,2
1020,"deuda",9.12,1.965,2
1021,"dicen",5.08,1.639,1
1022,"dices",4.70,1.887,1
1023,"dicha",9.30,2.112,2
1024,"dicho",7.62,2.407,1
1025,"diego",4.32,2.299,2
1026,"dieta",8.62,2.098,2
1027,"digan",5.72,2.021,1
1028,"digas",5.68,1.900,1
1029,"digno",9.16,1.595,3
1030,"diosa",7.14,1.863,2
1031,"dique",9.96,1.261,2
1032,"diría",6.20,2.195,1
1033,"disco",6.26,2.174,2
1034,"diván",10.22,1.516,2
1035,"doble",6.56,2.042,3
1036,"dogma",10.72,0.701,2
1037,"dólar",8.44,2.168,2
1038,"doler",2.96,1.484,1
1039,"dolor",3.60,1.927,2
1040,"donde",3.00,1.616,4
1041,"dónde",4.36,1.816,4
1042,"drama",8.88,1.757,2
1043,"droga",8.74,1.925,2
1044,"ducha",3.44,1.580,2
1045,"dudas",6.66,1.661,2
1046,"duelo",9.02,2.162,2
1047,"dueño",5.82,2.047,2
1048,"dulce",4.10,2.234,3
1049,"duque",8.00,2.176,2
1050,"duros",4.94,2.411,2
1051,"echar",4.52,2.013,1
1052,"elena",4.00,2.010,2
1053,"ellas",3.96,1.690,4
1054,"ellos",3.98,1.635,4
1055,"email",10.68,0.621,2
1056,"enero",5.36,1.396,4
1057,"enojo",8.38,2.381,2
1058,"entra",3.80,1.807,1
1059,"entre",4.36,1.956,4
1060,"época",8.02,2.254,2
1061,"erizo",5.61,2.352,2
1062,"error",5.68,1.845,2
1063,"espía",7.80,2.060,2
1064,"esquí",7.20,2.100,2
1065,"estar",5.74,2.481,1
1066,"estas",4.48,2.358,4
1067,"éstas",5.18,2.274,4
1068,"estén",5.82,2.126,1
1069,"estos",4.40,2.304,4
1070,"éstos",4.94,2.307,4
1071,"estoy",4.14,2.070,1
1072,"etapa",9.10,1.581,2
1073,"euros",9.76,2.291,2
1074,"éxito",7.94,1.766,2
1075,"extra",8.40,2.204,3
1076,"fácil",4.72,1.703,3
1077,"faena",9.16,1.543,2
1078,"falda",4.20,1.702,2
1079,"falla",9.38,2.089,1
1080,"fallo",6.66,1.880,2
1081,"falsa",6.90,2.121,3
1082,"falso",6.38,2.372,3
1083,"falta",6.42,2.214,2
1084,"fanta",5.00,2.316,2
1085,"farol",6.96,3.023,2
1086,"farsa",9.38,1.677,2
1087,"fatal",6.94,2.170,3
1088,"fauna",7.84,1.845,2
1089,"favor",5.58,2.331,4
1090,"fecha",4.50,1.555,2
1091,"feliz",4.38,2.009,3
1092,"fémur",9.48,1.657,2
1093,"feria",5.48,2.367,2
1094,"feroz",6.26,2.497,3
1095,"ficha",5.02,1.708,2
1096,"fiera",6.52,2.082,3
1097,"fiero",8.12,2.144,3
1098,"final",4.42,1.553,2
1099,"finca",6.58,2.383,2
1100,"fines",8.08,2.108,2
1101,"firma",7.16,1.856,2
1102,"flaca",4.30,1.961,3
1103,"flaco",4.76,1.975,3
1104,"flexo",8.54,2.187,2
1105,"floja",6.34,2.037,3
1106,"flojo",5.16,1.867,3
1107,"flora",7.82,2.067,2
1108,"flota",7.88,2.496,1
1109,"flujo",10.26,1.440,2
1110,"fobia",9.72,1.485,2
1111,"fogón",7.32,2.325,2
1112,"folio",4.96,1.989,2
1113,"fondo",5.08,1.794,2
1114,"forma",5.84,2.298,2
1115,"fotos",4.06,1.743,2
1116,"frase",5.82,1.734,2
1117,"freír",5.46,2.052,1
1118,"fresa",3.18,1.587,2
1119,"freud",10.96,0.198,2
1120,"frita",5.30,2.063,2
1121,"frito",5.30,1.951,1
1122,"fruta",4.18,1.650,2
1123,"fruto",4.88,1.814,2
1124,"fuego",3.68,1.571,2
1125,"fuera",3.64,1.453,1
1126,"fuese",6.80,2.571,1
1127,"fugaz",7.48,2.549,3
1128,"fular",8.88,2.135,2
1129,"fumar",6.22,2.270,1
1130,"funda",7.24,2.086,2
1131,"furia",8.20,2.000,2
1132,"furor",9.48,1.619,2
1133,"fusil",8.36,2.087,2
1134,"gabán",10.72,0.834,2
1135,"gafas",3.98,1.824,2
1136,"galán",9.06,1.875,2
1137,"galgo",8.66,2.144,2
1138,"gallo",4.66,2.421,2
1139,"gamba",6.26,1.988,2
1140,"ganar",4.76,1.996,1
1141,"ganas",4.94,2.132,2
1142,"garra",6.12,2.592,2
1143,"gasto",6.76,2.361,2
1144,"gatos",3.44,1.786,2
1145,"genio",5.74,2.098,2
1146,"gente",4.20,1.578,2
1147,"gesto",6.36,2.087,2
1148,"girar",5.18,1.746,1
1149,"globo",2.42,1.326,2
1150,"gofio",4.78,2.559,2
1151,"goles",5.06,1.531,2
1152,"golfo",7.14,2.312,2
1153,"golpe",4.04,2.070,2
1154,"gorda",4.46,1.798,3
1155,"gordo",4.82,1.711,3
1156,"gorra",4.36,2.192,2
1157,"gorro",3.64,1.522,2
1158,"grado",7.96,1.937,2
1159,"gramo",7.72,1.750,2
1160,"grano",7.04,2.449,2
1161,"grapa",6.48,1.821,2
1162,"grasa",7.36,2.257,2
1163,"grave",7.20,1.979,3
1164,"gripe",4.90,1.961,2
1165,"grito",3.20,1.591,2
1166,"grupo",5.58,1.797,2
1167,"gruta",8.96,2.176,2
1168,"guapa",3.32,1.789,3
1169,"guapo",3.44,1.564,3
1170,"guiño",7.64,2.617,2
1171,"guiri",8.12,1.891,2
1172,"gusta",2.58,1.372,1
1173,"gusto",4.92,2.127,2
1174,"gustó",3.92,1.978,1
1175,"haber",4.76,2.607,1
1176,"había",4.88,1.803,1
1177,"habla",3.20,1.726,1
1178,"hablo",3.98,1.964,1
1179,"habrá",6.40,1.863,1
1180,"hacen",4.94,2.152,1
1181,"hacer",4.12,1.698,1
1182,"haces",4.46,1.593,2
1183,"hacha",5.90,2.082,2
1184,"hacia",5.86,2.195,4
1185,"hadas",4.42,1.939,2
1186,"hagan",5.94,1.812,1
1187,"haría",6.16,2.160,1
1188,"harto",6.46,1.929,3
1189,"hasta",5.52,2.950,4
1190,"hayan",6.84,2.103,1
1191,"heavy",10.18,0.978,2
1192,"hebra",7.40,2.321,2
1193,"hecha",5.96,1.851,3
1194,"hecho",6.96,2.740,1
1195,"hedor",10.18,1.320,2
1196,"heidi",4.02,1.995,2
1197,"hemos",5.66,1.986,1
1198,"héroe",5.04,2.089,2
1199,"hielo",4.48,1.222,2
1200,"hiena",7.06,1.731,2
1201,"hijos",4.48,1.764,2
1202,"himno",7.46,2.002,2
1203,"hogar",5.70,2.023,2
1204,"hojas",3.54,1.669,2
1205,"honda",9.00,2.268,2
1206,"hondo",5.72,2.259,3
1207,"hongo",7.96,1.948,2
1208,"honor",8.88,1.859,2
1209,"horas",4.68,1.622,2
1210,"horno",5.94,1.984,2
1211,"hotel",5.52,1.854,2
1212,"house",7.30,2.288,2
1213,"hucha",4.90,1.992,2
1214,"hueco",5.30,2.043,2
1215,"hueso",4.74,1.946,2
1216,"huevo",3.36,1.453,2
1217,"huída",8.08,2.156,2
1218,"humor",7.16,1.920,2
1219,"hurto",10.20,1.355,2
1220,"ideal",7.62,2.828,3
1221,"ideas",6.08,1.926,2
1222,"ídolo",8.42,1.970,2
1223,"igual",4.60,1.829,3
1224,"india",7.46,2.435,2
1225,"indio",4.86,2.268,2
1226,"ingle",9.32,1.755,2
1227,"islas",4.90,1.876,2
1228,"jabón",3.16,1.184,2
1229,"jaleo",7.04,2.191,2
1230,"jamás",5.42,2.214,4
1231,"jamón",3.36,1.481,2
1232,"jaque",9.02,1.953,2
1233,"jarra",4.12,1.803,2
1234,"jaula",4.80,1.979,2
1235,"jeans",8.38,2.594,2
1236,"jesús",4.98,1.732,2
1237,"joder",6.75,1.952,4
1238,"jorge",4.38,1.905,2
1239,"joven",6.06,2.142,3
1240,"joyas",6.24,2.046,2
1241,"juega",3.00,1.678,1
1242,"juego",2.76,1.205,2
1243,"jugar",2.24,1.117,1
1244,"julio",5.10,1.542,4
1245,"junio",5.22,1.130,4
1246,"junta",10.00,1.591,2
1247,"junto",5.88,2.300,4
1248,"justa",7.30,1.982,3
1249,"justo",7.64,2.126,3
1250,"kilos",6.92,1.893,2
1251,"koala",6.64,1.935,2
1252,"labio",4.26,1.904,2
1253,"labor",7.66,2.172,2
1254,"lanza",6.42,2.031,1
1255,"lápiz",2.68,1.596,2
1256,"larga",4.98,2.114,3
1257,"largo",5.26,1.816,3
1258,"larva",8.06,2.307,2
1259,"láser",9.06,1.420,2
1260,"latín",9.58,1.553,2
1261,"latir",6.86,1.773,1
1262,"laura",4.58,2.295,2
1263,"lavar",4.90,1.799,1
1264,"leche",2.64,1.382,2
1265,"lecho",8.98,1.964,2
1266,"legal",8.74,1.893,3
1267,"legua",8.64,3.218,2
1268,"leído",5.82,1.903,1
1269,"lejos",3.72,1.691,4
1270,"lenta",5.02,1.518,3
1271,"lente",8.24,2.218,2
1272,"lento",4.08,1.794,3
1273,"lepra",9.06,1.391,2
1274,"letal",9.90,1.446,3
1275,"letra",3.62,1.308,2
1276,"leyes",9.24,1.869,2
1277,"libra",8.56,2.022,2
1278,"libre",6.16,2.271,3
1279,"libro",3.32,1.168,2
1280,"licor",7.72,2.627,2
1281,"líder",7.92,2.088,2
1282,"ligar",8.44,2.177,1
1283,"limón",3.30,1.216,2
1284,"lince",7.40,2.050,2
1285,"línea",4.93,1.421,2
1286,"lirio",8.94,2.113,2
1287,"lista",5.70,1.810,3
1288,"listo",4.80,1.784,3
1289,"litio",10.58,1.182,2
1290,"litro",6.44,1.593,2
1291,"llama",5.10,1.909,1
1292,"llamo",4.40,2.563,1
1293,"llamó",5.24,2.046,1
1294,"llano",6.16,1.811,3
1295,"llave",3.58,1.655,2
1296,"llega",4.84,2.103,1
1297,"llego",4.62,1.850,1
1298,"llegó",4.48,1.798,1
1299,"llena",4.46,2.102,3
1300,"lleno",4.52,1.693,3
1301,"lleva",4.48,1.787,1
1302,"llevo",4.80,1.702,1
1303,"llevó",5.34,2.096,1
1304,"lloro",3.98,2.272,2
1305,"local",8.04,1.884,3
1306,"locas",5.72,2.204,3
1307,"locos",5.20,2.030,3
1308,"logro",8.56,2.002,2
1309,"luces",3.78,1.632,2
1310,"lucha",5.72,1.617,2
1311,"lucía",4.56,2.159,2
1312,"luego",5.72,2.223,4
1313,"lugar",4.92,1.967,2
1314,"luisa",5.62,2.364,2
1315,"lunar",5.88,2.282,3
1316,"lunes",3.72,1.386,2
1317,"lupas",6.82,2.027,2
1318,"lycra",8.92,2.069,2
1319,"macho",6.36,2.155,2
1320,"madre",1.98,1.301,2
1321,"magia",5.06,1.900,2
1322,"magna",10.48,1.359,2
1323,"magos",4.86,2.241,2
1324,"malas",3.44,1.786,3
1325,"malos",3.36,1.882,3
1326,"manda",5.20,1.791,1
1327,"mando",5.34,2.700,1
1328,"manga",4.86,2.408,2
1329,"mango",5.44,2.451,2
1330,"manía",8.40,2.330,2
1331,"manos",2.96,1.293,2
1332,"manso",6.72,2.339,3
1333,"manta",3.20,1.702,2
1334,"manto",7.00,2.070,2
1335,"mapas",6.84,1.800,2
1336,"marca",6.84,1.833,2
1337,"marco",7.28,2.348,2
1338,"mareo",6.38,2.098,2
1339,"maría",3.42,1.885,2
1340,"marta",4.12,1.745,2
1341,"marte",7.88,1.986,2
1342,"marzo",4.52,1.644,4
1343,"masas",8.88,2.115,2
1344,"matar",4.96,2.157,1
1345,"matiz",10.04,1.245,2
1346,"mayor",4.10,1.632,3
1347,"media",6.64,2.354,4
1348,"medio",6.42,2.051,2
1349,"medir",7.30,2.033,1
1350,"mejor",4.16,1.267,3
1351,"melón",3.78,1.741,2
1352,"menor",6.20,2.129,3
1353,"menos",4.32,1.684,4
1354,"mente",7.70,1.729,2
1355,"meses",4.98,1.684,2
1356,"metal",7.14,1.948,2
1357,"meter",5.06,1.900,1
1358,"metro",6.86,2.157,2
1359,"miedo",3.60,1.906,2
1360,"milla",9.12,2.191,2
1361,"millo",4.64,2.048,2
1362,"mirar",2.52,1.568,1
1363,"misil",8.96,1.851,2
1364,"misma",5.92,2.202,4
1365,"mismo",5.40,2.060,4
1366,"mitad",4.96,1.829,2
1367,"mitch",10.78,0.654,2
1368,"mixta",7.62,1.937,3
1369,"mixto",7.58,2.021,2
1370,"mocos",2.66,1.493,2
1371,"molde",6.58,1.928,2
1372,"monja",5.60,2.129,2
1373,"monje",6.90,2.159,2
1374,"monos",3.84,1.583,2
1375,"monte",4.36,1.860,2
1376,"moral",9.50,1.669,3
1377,"morir",5.40,1.796,1
1378,"morse",9.50,1.669,2
1379,"mosca",3.84,1.490,2
1380,"mosto",9.14,2.407,2
1381,"motor",7.12,1.976,2
1382,"mover",4.36,1.816,1
1383,"móvil",9.74,1.736,3
1384,"mucha",4.78,2.376,4
1385,"mucho",3.92,1.536,4
1386,"mueca",6.94,2.469,2
1387,"muela",4.82,1.815,2
1388,"mueve",4.48,2.215,1
1389,"mugir",8.08,2.732,1
1390,"mugre",8.82,2.154,2
1391,"mujer",4.54,1.897,2
1392,"multa",8.24,1.953,2
1393,"mundo",4.80,2.109,2
1394,"mural",6.52,2.501,3
1395,"murió",5.30,1.876,1
1396,"museo",6.72,1.970,2
1397,"muslo",4.72,1.980,2
1398,"mutuo",9.32,1.671,3
1399,"nacer",5.24,1.709,1
1400,"nació",4.34,1.611,1
1401,"nadar",3.84,1.376,1
1402,"nadie",5.18,2.037,4
1403,"naipe",9.02,2.360,2
1404,"nariz",2.54,1.110,2
1405,"nasal",8.40,1.979,3
1406,"navío",9.20,1.917,2
1407,"negar",6.22,2.621,1
1408,"negra",4.94,2.208,3
1409,"negro",3.26,1.275,3
1410,"nieto",5.78,1.909,2
1411,"nieve",4.16,1.742,2
1412,"niñas",2.58,1.144,2
1413,"niñez",7.90,2.206,2
1414,"niños",2.98,1.363,2
1415,"niqui",8.38,2.906,2
1416,"nivel",7.26,2.202,2
1417,"noble",8.40,2.466,3
1418,"noche",3.22,1.502,2
1419,"nogal",9.70,2.092,3
1420,"noria",4.76,1.985,2
1421,"norma",5.42,2.467,2
1422,"norte",6.22,1.788,2
1423,"notas",5.58,1.691,2
1424,"novia",5.94,2.289,2
1425,"novio",4.86,2.304,2
1426,"nubes",3.28,1.443,2
1427,"nuera",8.14,2.373,2
1428,"nueva",4.06,1.707,3
1429,"nueve",3.72,1.443,4
1430,"nuevo",4.46,1.593,3
1431,"nunca",5.10,1.909,4
1432,"obesa",8.46,2.187,3
1433,"obras",6.62,1.817,2
1434,"ocaso",9.88,1.780,2
1435,"odiar",5.34,2.344,1
1436,"oeste",7.02,2.035,2
1437,"ojalá",6.30,1.741,4
1438,"oliva",7.76,2.326,2
1439,"olivo",7.28,1.896,2
1440,"opera",7.94,2.014,1
1441,"orden",5.58,2.232,2
1442,"oreja",2.64,1.439,2
1443,"orina",4.22,2.315,2
1444,"oruga",5.68,2.614,2
1445,"orujo",10.16,1.557,2
1446,"ostra",7.38,2.364,2
1447,"otoño",4.72,1.959,2
1448,"otras",5.08,1.998,4
1449,"otros",4.12,2.219,4
1450,"oveja",3.50,1.940,2
1451,"óvulo",9.66,1.451,2
1452,"pablo",4.18,1.535,2
1453,"pacto",9.34,1.649,2
1454,"padre",1.72,0.834,2
1455,"pagan",5.54,1.555,1
1456,"pagar",5.38,1.850,1
1457,"palco",10.02,1.450,2
1458,"palma",4.53,2.073,2
1459,"panal",7.88,2.387,2
1460,"panda",5.68,1.921,2
1461,"panty",7.92,2.776,2
1462,"panza",5.30,2.435,2
1463,"papas",3.24,1.585,2
1464,"papel",3.16,1.462,2
1465,"parar",4.08,1.839,1
1466,"pardo",8.00,2.236,2
1467,"pared",4.30,2.243,2
1468,"paren",6.40,2.711,1
1469,"pareo",7.84,2.411,2
1470,"parís",7.75,1.352,2
1471,"parte",5.90,2.509,2
1472,"pasan",4.94,1.900,1
1473,"pasar",4.56,2.072,1
1474,"paseo",4.42,1.970,2
1475,"pasos",4.32,1.708,2
1476,"pasta",5.88,2.191,2
1477,"pasto",6.78,2.083,2
1478,"patas",3.66,1.869,2
1479,"patín",5.78,1.855,2
1480,"patio",3.36,1.411,2
1481,"patos",3.20,1.370,2
1482,"pausa",7.38,1.989,2
1483,"pavor",10.28,1.262,2
1484,"peces",3.68,1.491,2
1485,"pecho",5.36,2.107,2
1486,"pedir",4.54,2.043,1
1487,"pedro",4.06,1.634,2
1488,"pegar",3.98,1.846,1
1489,"peine",3.22,1.234,2
1490,"pelea",3.90,1.632,2
1491,"pelos",2.80,1.443,2
1492,"penal",9.90,1.529,3
1493,"peral",6.02,2.386,2
1494,"perla",7.36,1.758,2
1495,"perro",2.58,1.279,2
1496,"persa",10.12,1.493,3
1497,"pesar",6.14,2.500,4
1498,"pesas",7.78,1.951,2
1499,"pesca",5.94,1.570,2
1500,"peste",7.64,2.414,2
1501,"pezón",6.62,2.672,2
1502,"piano",5.52,2.082,2
1503,"picar",4.52,2.401,1
1504,"pichi",8.50,3.272,2
1505,"picor",3.96,1.690,2
1506,"piden",4.72,2.204,1
1507,"pieza",5.42,2.148,2
1508,"pilar",7.78,2.493,2
1509,"pinta",5.54,3.196,2
1510,"pinza",5.02,2.015,2
1511,"piojo",4.58,1.630,2
1512,"pipas",5.96,1.678,2
1513,"pisar",3.76,1.519,1
1514,"pisos",5.78,1.274,2
1515,"pista",6.44,1.842,2
1516,"pitón",8.38,2.089,2
1517,"pizza",5.70,1.940,2
1518,"placa",7.98,2.272,2
1519,"plana",6.80,2.330,3
1520,"plano",7.40,2.304,2
1521,"plata",6.76,2.006,2
1522,"plato",3.30,1.418,2
1523,"playa",3.20,1.370,2
1524,"plaza",5.38,1.968,2
1525,"plazo",8.90,1.542,2
1526,"plena",8.64,1.956,3
1527,"pleno",8.72,1.980,3
1528,"plomo",7.68,2.511,2
1529,"pluma",5.48,1.717,2
1530,"pobre",5.80,1.784,3
1531,"pocas",4.26,1.771,4
1532,"pocos",4.03,1.247,4
1533,"poder",6.48,2.443,2
1534,"podía",5.44,1.752,1
1535,"podio",9.26,2.107,2
1536,"podrá",6.12,2.201,1
1537,"poema",7.60,1.959,2
1538,"poeta",8.14,1.738,2
1539,"polar",7.62,1.978,3
1540,"polen",7.38,1.894,2
1541,"pollo",3.64,1.481,2
1542,"polvo",5.38,1.537,2
1543,"ponen",4.76,1.975,1
1544,"poner",4.68,1.984,1
1545,"pones",4.50,2.332,2
1546,"ponga",6.16,1.765,1
1547,"pongo",5.12,2.379,2
1548,"ponía",5.80,1.852,1
1549,"potro",7.36,2.068,2
1550,"prado",5.84,2.207,2
1551,"presa",7.54,2.341,2
1552,"preso",6.76,1.954,3
1553,"prima",3.60,1.884,2
1554,"primo",3.36,1.663,2
1555,"prisa",4.88,1.870,2
1556,"prosa",10.00,1.294,2
1557,"pubis",9.28,1.938,2
1558,"pudor",10.18,1.190,2
1559,"pueda",5.84,1.888,1
1560,"puede",4.94,1.707,1
1561,"puedo",3.98,1.672,1
1562,"pugna",10.44,1.417,2
1563,"pulga",5.86,1.552,2
1564,"punta",6.04,2.941,2
1565,"punto",4.66,1.934,2
1566,"puñal",8.18,2.247,2
1567,"queda",5.80,2.390,1
1568,"quede",6.12,2.804,1
1569,"quedo",5.62,2.276,3
1570,"quedó",5.38,1.947,1
1571,"queja",7.02,2.412,2
1572,"quema",5.04,2.547,2
1573,"queso",2.98,1.421,2
1574,"quien",4.54,1.764,4
1575,"quién",4.02,1.478,4
1576,"quita",3.96,2.099,1
1577,"quizá",6.96,1.895,4
1578,"rabia",6.28,2.129,2
1579,"radio",3.82,1.625,2
1580,"rango",9.92,1.627,2
1581,"rapaz",9.08,1.978,3
1582,"rapto",8.74,1.915,2
1583,"rasgo",8.98,2.152,2
1584,"ratón",3.52,1.529,2
1585,"rayas",3.60,1.917,2
1586,"razón",7.33,2.719,2
1587,"recta",5.90,1.854,2
1588,"recto",5.40,2.539,3
1589,"regla",5.12,1.493,2
1590,"rehén",8.88,1.586,2
1591,"reina",4.28,1.715,2
1592,"reino",6.18,2.371,2
1593,"rejas",6.80,2.109,2
1594,"relax",8.76,1.685,2
1595,"reloj",4.38,1.760,2
1596,"renta",9.92,1.469,2
1597,"resta",5.82,1.320,2
1598,"resto",6.46,1.865,2
1599,"revés",7.50,2.621,2
1600,"reyes",3.78,1.982,2
1601,"rezar",5.24,1.985,1
1602,"ricos",5.70,1.594,2
1603,"riego",7.80,2.185,2
1604,"rifle",7.80,1.948,2
1605,"rigor",10.00,1.471,2
1606,"rímel",9.12,1.923,2
1607,"risas",4.04,2.089,2
1608,"ritmo",7.42,1.830,2
1609,"rival",7.68,1.911,2
1610,"rizos",4.78,1.941,2
1611,"robar",5.82,1.976,1
1612,"roble",6.94,1.659,2
1613,"robot",6.10,1.887,2
1614,"rodar",5.54,1.843,1
1615,"rojas",4.98,2.575,2
1616,"rojos",4.02,2.352,3
1617,"rollo",6.94,2.113,2
1618,"rosal",5.76,2.191,2
1619,"rosas",4.42,1.401,2
1620,"rotas",4.66,2.379,3
1621,"rotos",4.28,1.703,3
1622,"rubia",4.78,1.620,3
1623,"rubio",4.54,1.631,2
1624,"rubor",10.22,1.375,2
1625,"rueca",9.52,2.288,2
1626,"rueda",3.04,1.277,2
1627,"ruego",8.16,2.262,1
1628,"rugby",8.34,1.912,2
1629,"rugir",5.70,1.951,1
1630,"ruido",4.28,2.129,2
1631,"ruina",8.08,1.850,2
1632,"rumba",8.32,2.104,2
1633,"rumbo",8.22,2.083,2
1634,"rumor",8.48,1.705,2
1635,"rural",8.94,1.671,3
1636,"rusia",8.29,1.174,2
1637,"saben",4.86,1.938,1
1638,"saber",5.50,2.188,1
1639,"sabes",4.22,1.982,1
1640,"sabía",5.30,2.073,1
1641,"sabio",8.08,1.664,2
1642,"sable",8.58,2.051,2
1643,"sabor",4.52,1.992,2
1644,"sacar",4.69,1.377,1
1645,"saldo",10.02,1.116,2
1646,"salen",5.04,1.498,1
1647,"sales",4.92,1.947,2
1648,"salga",5.62,1.926,1
1649,"salgo",5.14,2.090,1
1650,"salía",5.90,1.753,1
1651,"salió",4.74,1.946,1
1652,"salir",3.52,1.992,1
1653,"salón",4.10,1.432,2
1654,"salsa",4.86,1.948,2
1655,"salto",3.80,1.443,2
1656,"salud",6.84,1.942,2
1657,"salvo",6.84,2.351,4
1658,"samba",8.34,2.191,2
1659,"santa",6.88,2.336,2
1660,"santo",6.16,1.867,2
1661,"saque",6.68,2.351,1
1662,"satán",8.90,2.493,2
1663,"sauce",8.59,2.226,2
1664,"sazón",10.38,1.210,4
1665,"según",5.90,2.023,4
1666,"sello",6.82,1.881,2
